#type,avg,min,1st,5th,10th,90th,95th,99th,QPS,target
read,90.2,337.1,41.1,60.9,65.5,105.1,113.0,129.1,9922.1,10000
read,90.8,462.0,41.1,58.7,62.6,105.5,114.6,134.6,19945.7,20000
read,90.9,566.4,41.1,57.5,60.9,103.9,112.3,132.9,29998.9,30000
read,88.8,597.7,37.4,56.6,59.5,100.5,106.7,127.3,39967.6,40000
read,84.5,535.9,37.4,56.1,58.6,98.3,105.6,125.0,49872.1,50000
read,83.5,559.6,41.1,55.7,57.9,97.1,105.3,124.8,59998.0,60000
read,84.4,591.6,37.4,55.6,57.7,96.7,104.9,124.2,70020.7,70000
read,82.6,545.3,41.1,55.5,57.4,96.1,104.4,123.8,80037.6,80000
read,84.4,595.0,37.4,55.5,57.5,96.0,104.5,124.4,89997.1,90000
read,82.4,619.1,41.1,55.1,56.8,95.0,103.5,123.3,99981.1,100000
read,82.7,597.6,37.4,55.1,56.7,94.6,103.3,122.8,109995.2,110000
read,82.2,596.4,41.1,55.0,56.6,94.3,103.0,122.9,119999.6,120000
read,81.7,566.7,41.1,55.1,56.6,93.5,102.5,121.9,129980.6,130000
read,79.4,503.3,41.1,55.1,56.6,92.8,101.9,121.6,139951.7,140000
read,83.4,602.5,37.4,55.3,56.9,93.1,101.7,122.2,149973.3,150000
read,77.9,496.9,37.4,55.0,56.5,92.4,100.6,120.5,160008.4,160000
read,77.2,565.5,41.1,55.0,56.4,89.8,99.7,120.2,170015.9,170000
read,86.2,714.4,37.4,55.2,56.7,91.3,99.3,120.0,180030.3,180000
read,78.7,584.0,41.1,55.1,56.6,89.3,98.0,119.2,190009.0,190000
read,78.5,608.2,37.4,55.1,56.5,89.3,97.4,118.9,199965.1,200000
read,76.6,608.7,41.1,55.0,56.4,88.1,96.6,117.5,209933.5,210000
read,81.7,704.0,37.4,55.2,56.7,89.1,96.3,116.8,219988.4,220000
read,76.9,689.4,37.4,55.1,56.6,87.7,95.9,116.6,229845.9,230000
read,78.0,792.7,37.4,55.1,56.6,87.4,95.2,116.1,239911.3,240000
read,78.8,851.4,37.4,55.1,56.4,87.0,94.8,116.0,249866.0,250000
read,78.2,831.2,41.1,55.1,56.5,87.2,94.6,115.5,260008.6,260000
read,75.1,797.3,37.4,55.2,56.7,87.1,94.7,115.5,269964.7,270000
read,78.7,850.6,41.1,55.3,56.9,87.5,94.7,115.1,280009.8,280000
read,91.7,1019.7,41.1,55.3,56.9,87.1,94.2,115.4,290028.6,290000
read,78.1,854.9,37.4,55.3,56.9,86.2,93.5,114.8,299929.0,300000
read,80.4,908.4,37.4,55.3,56.9,86.0,92.9,114.2,309985.9,310000
read,75.6,814.5,41.1,55.4,57.1,87.0,93.9,114.2,319975.7,320000
read,80.0,955.2,41.1,55.2,56.7,85.9,92.7,114.0,330069.3,330000
read,79.1,927.8,37.4,55.4,57.1,86.9,93.7,113.5,340069.2,340000
read,78.0,913.9,41.1,55.5,57.3,87.0,93.6,113.7,350130.1,350000
read,89.5,1080.6,41.1,55.5,57.3,87.0,94.0,115.0,360011.0,360000
read,79.4,971.8,37.4,55.5,57.3,87.4,94.4,114.1,370025.7,370000
read,82.3,1065.1,41.1,55.6,57.4,86.7,93.9,113.4,380053.4,380000
read,80.6,1051.8,37.4,55.8,57.8,87.4,94.5,114.5,390013.2,390000
read,81.3,1093.4,41.1,55.6,57.6,87.8,94.8,114.3,400081.8,400000
read,81.4,1092.1,37.4,55.7,57.8,87.5,94.9,115.0,410053.4,410000
read,83.6,1124.2,41.1,55.9,58.1,88.2,95.5,115.3,419998.0,420000
read,82.3,1147.1,37.4,55.9,58.0,88.7,95.7,115.3,429915.2,430000
read,85.1,1189.4,41.1,56.1,58.4,89.5,96.0,116.2,440027.7,440000
read,84.5,1175.8,41.1,56.1,58.4,89.6,96.2,116.2,449955.6,450000
read,84.0,1189.9,37.4,56.1,58.5,90.1,96.5,116.5,460032.9,460000
read,86.4,1254.6,41.1,56.3,58.8,90.3,96.8,116.9,469983.6,470000
read,86.2,1227.4,37.4,56.2,58.6,90.4,97.4,118.9,480107.4,480000
read,83.6,1240.5,37.4,56.2,58.7,90.5,97.4,117.9,489939.0,490000
read,85.4,1272.9,37.4,56.6,59.5,92.7,98.9,119.4,499998.7,500000
read,95.4,1403.0,41.1,56.4,59.1,91.7,98.5,119.3,510010.4,510000
read,88.9,1436.0,41.1,56.8,59.9,92.7,99.6,121.1,519929.2,520000
read,87.7,1432.6,37.4,56.7,59.6,92.7,100.4,120.8,530115.9,530000
read,90.2,1457.4,37.4,57.0,60.3,93.5,100.8,121.8,540141.3,540000
read,91.3,1477.8,41.1,57.0,60.2,93.7,101.2,122.8,550082.9,550000
read,93.9,1549.3,41.1,57.1,60.3,94.5,102.7,124.7,559850.6,560000
read,91.7,1136.4,41.1,57.3,60.5,95.2,103.1,125.5,569847.8,570000
read,91.6,1138.4,41.1,57.3,60.6,95.2,103.3,125.5,579830.0,580000
read,92.9,1179.0,41.1,57.6,60.9,95.6,103.9,126.4,590025.0,590000
read,95.4,798.8,41.1,57.8,61.0,96.0,104.5,126.8,599899.1,600000
read,97.0,870.4,41.1,57.3,60.6,95.9,104.3,126.9,610075.4,610000
read,92.4,649.9,37.4,57.8,61.1,96.3,104.8,128.0,619875.4,620000
read,92.0,657.4,37.4,57.8,61.1,96.6,105.2,128.4,629944.5,630000
read,92.2,622.7,41.1,57.9,61.1,97.0,105.5,128.4,640031.1,640000
read,93.1,674.5,37.4,57.8,61.1,97.4,106.0,129.2,650009.9,650000
read,92.9,668.8,37.4,58.9,62.0,98.3,106.3,129.1,659965.4,660000
read,108.7,860.9,41.1,58.8,62.0,99.2,107.2,134.4,670173.7,670000
read,99.8,830.2,41.1,58.8,61.9,100.0,108.3,133.7,679881.3,680000
read,99.5,836.7,41.1,58.7,61.9,100.6,109.2,135.9,690031.7,690000
read,100.8,841.2,41.1,59.6,62.6,101.0,109.6,136.2,700257.5,700000
read,98.8,850.8,41.1,58.8,61.9,101.7,110.4,136.1,710121.0,710000
read,104.2,880.2,37.4,59.5,62.5,102.5,111.7,140.4,719934.4,720000
read,99.1,755.3,41.1,60.2,63.0,103.0,112.3,140.2,730077.3,730000
read,107.6,929.1,41.1,59.5,62.7,103.1,112.6,140.3,740169.8,740000
read,103.8,886.9,41.1,59.4,62.5,103.6,113.1,140.8,750331.4,750000
read,104.6,810.6,41.1,59.8,62.8,104.2,114.0,142.3,760004.0,760000
read,125.8,1123.9,37.4,60.3,63.3,105.0,115.1,148.6,770113.0,770000
read,107.7,817.9,41.1,60.3,63.2,105.0,115.3,147.5,779884.2,780000
read,108.0,873.7,41.1,60.5,63.6,105.4,115.3,146.3,789816.2,790000
read,105.7,835.9,41.1,60.8,64.1,106.3,116.7,149.5,799868.6,800000
read,112.3,919.7,41.1,60.6,64.0,106.7,116.9,150.5,809998.2,810000
read,114.8,904.1,41.1,60.9,64.4,107.5,117.9,152.5,820212.6,820000
read,118.0,998.4,41.1,61.2,64.9,108.7,119.1,153.1,829952.5,830000
read,116.7,926.2,41.1,61.1,64.9,109.1,119.8,154.3,840102.7,840000
read,123.0,994.5,37.4,61.3,65.2,109.9,120.9,155.0,850038.4,850000
read,125.2,984.1,41.1,61.4,65.4,110.8,121.9,157.5,860142.4,860000
read,118.8,913.5,41.1,61.3,65.3,111.2,122.4,156.6,870116.8,870000
read,127.6,978.2,37.4,61.5,65.5,112.1,123.8,165.2,880009.4,880000
read,137.1,1070.6,41.1,61.7,65.9,113.3,124.9,168.8,890071.7,890000
read,130.4,1056.2,41.1,61.7,65.8,113.5,125.2,163.6,900249.0,900000
read,137.2,1138.5,41.1,62.3,67.0,114.3,126.6,168.3,909974.1,910000
read,136.4,1172.9,41.1,62.2,66.7,115.1,127.4,173.0,919696.2,920000
read,141.3,1255.1,37.4,62.3,66.9,115.6,128.1,180.4,929936.4,930000
read,139.8,1277.3,41.1,62.4,67.1,116.1,128.6,175.1,939879.5,940000
read,142.3,1239.3,41.1,62.6,67.2,116.7,129.3,180.2,950225.6,950000
read,148.1,1159.3,41.1,62.9,67.7,117.8,131.9,185.7,960164.7,960000
read,149.6,1243.4,41.1,63.2,68.1,118.7,132.4,183.1,969902.7,970000
read,140.4,1158.1,41.1,63.5,68.5,119.7,133.9,183.8,979812.3,980000
read,154.8,1207.2,41.1,63.4,68.3,120.6,135.5,196.9,989913.1,990000
read,155.5,1293.6,41.1,63.5,68.4,121.5,135.6,191.3,999949.3,1000000
read,176.8,1520.9,41.1,63.3,68.4,122.9,138.1,203.3,1010257.2,1010000
read,170.7,1370.2,41.1,64.2,69.5,123.8,138.8,216.8,1019988.6,1020000
read,164.5,1332.1,41.1,64.3,69.6,124.3,139.0,205.3,1029835.1,1030000
read,161.5,1322.6,41.1,64.4,69.8,125.7,140.7,205.0,1039979.1,1040000
read,165.9,1421.1,41.1,64.7,70.0,126.5,142.0,211.2,1050156.5,1050000
read,178.1,1470.7,41.1,64.5,70.0,126.8,142.8,236.9,1059868.4,1060000
read,164.1,1315.3,45.3,65.4,70.8,127.9,145.0,213.5,1069866.9,1070000
read,169.6,1322.7,41.1,64.9,70.3,129.0,146.8,236.0,1080040.4,1080000
read,192.0,1445.5,37.4,65.5,71.2,130.0,147.7,318.2,1089856.9,1090000
read,178.7,1433.7,41.1,65.9,71.5,131.0,148.9,225.6,1099783.7,1100000
read,188.9,1566.6,41.1,65.8,71.6,133.1,151.2,360.1,1109976.9,1110000
read,180.7,1559.1,41.1,66.4,72.5,133.7,151.6,246.7,1119935.4,1120000
read,189.3,1618.3,37.4,66.7,72.7,135.4,153.1,272.9,1130013.5,1130000
read,185.4,1685.8,45.3,67.0,73.2,136.8,154.6,266.6,1140118.1,1140000
read,202.9,1825.6,41.1,67.8,73.9,138.0,156.0,724.7,1149960.6,1150000
read,195.1,1961.1,41.1,67.8,73.9,139.3,157.8,345.1,1159981.2,1160000
read,194.9,1994.7,41.1,67.8,74.0,139.7,158.3,328.8,1169885.1,1170000
read,204.2,2094.1,41.1,68.4,74.6,141.4,162.1,707.2,1180046.3,1180000
read,197.7,2082.0,41.1,68.4,74.6,142.7,163.8,628.6,1190066.7,1190000
read,208.3,2115.7,41.1,68.8,75.0,143.5,164.8,678.4,1199976.3,1200000
read,216.2,2185.4,41.1,68.7,75.0,144.9,166.2,1073.5,1210147.1,1210000
read,210.1,2131.6,45.3,69.3,75.3,147.4,169.0,964.8,1219877.5,1220000
read,208.3,2219.6,41.1,69.2,75.4,148.3,170.1,731.6,1229861.2,1230000
read,225.9,2320.8,41.1,70.3,76.3,150.0,172.3,1912.8,1239985.8,1240000
read,219.6,2401.7,37.4,71.2,77.2,151.9,174.8,1057.5,1249877.8,1250000
read,231.3,2322.9,45.3,70.5,76.7,153.3,178.4,2116.8,1260181.2,1260000
read,227.9,2418.4,45.3,70.9,77.0,154.0,179.1,1153.6,1269959.7,1270000
read,273.6,2746.4,45.3,71.7,77.6,157.7,186.2,4912.0,1279824.2,1280000
read,230.3,2665.2,41.1,72.4,78.2,156.9,183.8,1647.9,1289853.9,1290000
read,245.9,2718.9,37.4,72.4,78.3,160.1,186.9,2982.1,1300029.0,1300000
read,236.0,2784.4,45.3,72.5,78.6,162.6,188.7,2365.5,1309904.4,1310000
read,232.1,2669.7,45.3,73.2,79.4,164.8,191.7,2412.2,1320002.8,1320000
read,238.7,2847.8,41.1,73.3,79.5,166.0,193.5,2604.2,1329906.6,1330000
read,260.2,2955.6,41.1,73.7,80.3,168.4,199.0,4315.6,1340236.9,1340000
read,241.5,2970.1,45.3,74.2,80.8,170.0,199.3,2378.0,1349947.9,1350000
read,263.4,3059.1,45.3,74.5,81.2,173.0,204.3,4232.3,1359942.7,1360000
read,252.4,3058.9,45.3,75.2,81.9,175.7,207.4,3336.7,1370137.7,1370000
read,258.3,2449.2,45.3,75.5,82.3,178.3,209.9,3351.5,1380148.6,1380000
read,268.0,2355.8,45.3,75.8,82.8,180.7,213.9,4537.1,1389941.3,1390000
read,261.4,2313.1,45.3,75.9,83.0,182.4,215.6,3881.6,1400081.2,1400000
read,256.2,2237.6,45.3,77.3,84.1,184.3,218.8,3431.0,1409817.0,1410000
read,271.8,2452.2,41.1,77.2,84.4,187.4,223.4,4287.8,1419938.2,1420000
read,276.7,2507.2,41.1,77.3,84.7,191.8,228.0,5023.9,1429923.1,1430000
read,271.2,2474.6,45.3,77.6,85.0,192.0,229.0,4198.5,1440144.5,1440000
read,270.2,2459.9,45.3,79.1,86.1,193.7,231.6,4488.8,1450049.7,1450000
read,273.8,2509.4,41.1,79.0,86.8,199.0,239.5,4376.4,1459872.9,1460000
read,283.5,2510.5,45.3,79.7,87.4,202.7,245.4,5047.3,1469751.0,1470000
read,274.8,2599.4,45.3,80.3,87.8,204.2,246.0,4072.2,1479800.5,1480000
read,291.8,2711.8,45.3,80.5,88.6,210.0,252.9,4648.3,1490065.2,1490000
read,313.8,2977.6,41.1,81.2,89.5,212.9,259.9,6091.4,1499854.8,1500000
read,272.4,2868.4,45.3,81.6,90.0,214.9,260.3,3850.5,1510041.9,1510000
read,297.4,2923.2,45.3,82.4,90.7,220.5,268.6,5170.5,1520005.4,1520000
read,309.9,2981.6,41.1,83.0,91.8,226.4,275.7,5699.9,1529862.1,1530000
read,336.0,3087.2,45.3,83.5,92.6,228.0,279.9,6883.1,1540178.0,1540000
read,306.0,3025.2,45.3,83.8,93.2,232.4,284.9,5590.3,1550181.9,1550000
read,306.2,3028.0,45.3,84.4,94.0,239.3,295.6,5590.3,1560143.6,1560000
read,311.0,1908.1,41.1,85.2,94.9,239.3,293.8,5564.3,1569913.7,1570000
read,338.8,2108.2,45.3,86.4,96.7,247.3,305.1,6356.2,1579775.0,1580000
read,355.2,2248.0,49.8,87.3,97.6,253.2,317.5,7168.8,1590251.6,1590000
read,330.9,2246.2,45.3,87.4,97.7,253.1,314.1,6313.2,1600317.4,1600000
read,341.1,2227.5,45.3,88.3,98.8,264.6,328.4,6276.5,1609861.7,1610000
read,343.7,2099.3,45.3,89.1,99.6,270.3,335.3,6527.4,1620173.1,1620000
read,331.7,2098.7,45.3,90.1,100.7,273.6,340.2,6121.3,1630096.8,1630000
read,367.1,2259.2,45.3,90.9,101.6,283.5,358.1,7241.5,1639666.0,1640000
read,358.2,2152.4,45.3,91.2,102.3,287.5,362.4,6772.9,1650038.7,1650000
read,361.4,2187.9,45.3,91.6,102.9,298.5,381.0,6545.5,1660095.5,1660000
read,367.6,2236.5,45.3,93.7,105.3,300.6,377.9,6655.1,1669817.5,1670000
read,377.0,2319.0,45.3,94.2,106.1,308.7,393.7,6772.5,1679753.7,1680000
read,385.4,2261.4,49.8,96.1,107.5,317.7,403.0,7156.2,1689867.6,1690000
read,386.4,2302.2,49.8,97.3,108.8,328.3,416.0,7142.0,1699563.8,1700000
read,400.4,2385.7,45.3,97.8,109.5,334.6,429.9,7048.7,1709812.3,1710000
read,402.7,2362.4,49.8,98.7,110.7,343.7,439.7,7200.4,1719374.0,1720000
read,414.5,2460.1,45.3,100.1,112.6,356.9,459.0,7395.2,1729190.1,1730000
read,396.2,2189.8,49.8,101.5,114.5,365.4,470.3,6704.9,1739072.3,1740000
read,416.9,2476.7,49.8,102.3,115.5,368.0,472.2,7075.7,1748766.1,1750000
read,424.3,2301.7,49.8,104.4,117.7,389.1,496.9,7061.2,1758535.4,1760000
read,446.7,2521.4,49.8,105.1,118.8,407.2,531.0,7750.5,1768443.4,1770000
read,444.4,2370.1,45.3,106.9,120.6,417.9,536.4,7429.3,1778562.9,1780000
read,444.1,2170.3,49.8,108.3,122.7,437.0,568.6,7175.0,1787920.2,1790000
read,479.0,2456.6,49.8,109.3,123.9,455.9,602.5,7750.6,1798059.1,1800000
read,470.7,2596.9,45.3,111.3,126.6,468.5,607.2,7612.3,1807714.2,1810000
read,476.5,2371.3,49.8,113.9,129.7,499.5,648.0,7313.9,1817404.2,1820000
read,503.6,2484.1,49.8,114.6,130.7,516.8,683.2,7918.8,1827372.9,1830000
read,508.3,2553.9,49.8,117.6,133.9,532.8,694.6,7641.1,1836810.1,1840000
read,541.9,2556.8,54.8,119.8,137.4,575.6,758.0,7960.4,1846690.3,1850000
read,564.0,2660.3,45.3,121.2,139.5,611.0,805.3,8449.3,1856638.9,1860000
read,559.5,2670.4,49.8,123.2,142.5,629.6,830.7,8182.2,1866311.1,1870000
read,602.1,2665.6,49.8,126.9,146.4,675.3,887.8,8603.1,1876462.3,1880000
read,603.0,2604.6,54.8,127.6,147.6,707.5,932.0,8097.8,1885834.2,1890000
read,640.3,2690.5,54.8,132.5,153.0,728.0,951.6,8758.3,1895921.3,1900000
read,657.3,2732.5,49.8,134.4,156.3,785.1,1016.5,8525.5,1905783.6,1910000
read,714.4,3040.5,49.8,139.5,162.4,848.9,1098.0,9337.2,1915116.5,1920000
read,711.5,2964.1,54.8,143.7,167.8,862.3,1108.1,9004.2,1925093.3,1930000
read,766.9,3072.0,54.8,148.2,175.5,966.8,1227.6,9260.1,1934645.9,1940000
read,777.1,3039.0,49.8,145.3,172.5,1004.1,1269.3,8979.1,1944210.0,1950000
read,809.6,3085.9,49.8,152.8,181.7,1015.0,1282.8,9818.8,1954350.6,1960000
read,890.3,3133.3,54.8,163.6,198.2,1123.8,1397.8,10081.7,1964215.0,1970000
read,958.8,3278.3,60.2,171.1,208.5,1225.2,1517.8,10631.2,1973568.0,1980000
read,960.5,3335.4,60.2,178.3,220.9,1199.4,1473.9,10279.6,1983913.3,1990000
read,1046.2,3594.9,54.8,186.3,234.0,1327.0,1643.4,11313.9,1993639.7,2000000
